Datum,Opis,Isplata,Uplata,Primalac/Platilac,Kategorija
06.08.2025,Kupovina,1950.0,0.0,"GALIJAMIKICA
CVETKOVIC
CACAK688",🍔 Restorani i dostava
06.08.2025,Kupovina,2603.4,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
06.08.2025,Kupovina,5199.8,0.0,"NIS540B.S.
CACAK1CACAK
688",⛽ Gorivo
06.08.2025,Kupovinanarate,5001.58,0.0,"GIGATRONDOO
BEOGRAD12/12
BEOGRAD688",❓ Ostalo
07.08.2025,Kupovina,366.6,0.0,"JPPUTEVISRBIJE
ECOMMER
BEOGRAD688",❓ Ostalo
07.08.2025,Kupovina,1450.0,0.0,"CASTELLO
BOUTIQUECACAK
688",🍔 Restorani i dostava
07.08.2025,Kupovina,714.66,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
07.08.2025,Kupovina,239.0,0.0,"APPLE.COM/BILL
08000000888372",💻 Tech i pretplate
07.08.2025,Kupovina,3890.0,0.0,"KIDSBEBA09
CACAK688",👗 Odeća i obuća
07.08.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
07.08.2025,Kupovina,1647.91,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
08.08.2025,Kupovina,2488.0,0.0,"MEDILABCENTAR
CACAK688",🩺 Zdravstveni pregledi i analize
08.08.2025,Kupovina,492.0,0.0,"DOOPEKARA
PONSCACAK688",🍔 Restorani i dostava
08.08.2025,Kupovina,2240.0,0.0,"Cacak3,RPCacak
688",❓ Ostalo
08.08.2025,Kupovina,24962.98,0.0,"MOSKVATONANTI
1VRNJACKABANJ
688",❓ Ostalo
11.08.2025,Kupovina,3873.1,0.0,"OGRANAK
APOTEKA
VIDAKOVICACAK
688",🏥 Apoteke
11.08.2025,Kupovina,1450.0,0.0,"JASMILPROD.
BR.4Cacak688",❓ Ostalo
11.08.2025,Kupovina,540.0,0.0,"MEDILABM-CA
CACAK688",🩺 Zdravstveni pregledi i analize
11.08.2025,Kupovina,3507.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
11.08.2025,Kupovina,5137.83,0.0,"TEMPOEXPRESS
005BEOGRAD688",🛒 Marketi
11.08.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
11.08.2025,Kupovina,974.72,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
11.08.2025,Kupovina,2059.91,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
12.08.2025,Kupovina,2824.06,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
12.08.2025,Kupovina,5180.0,0.0,"CASTELLO
BOUTIQUECACAK
688",🍔 Restorani i dostava
12.08.2025,Kupovina,2960.16,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
12.08.2025,Kupovina,9296.0,0.0,"DMFILIJALAJ073
CACAK688",❓ Ostalo
12.08.2025,Kupovina,1839.99,0.0,"540BSCACAKI
CACAK688",❓ Ostalo
12.08.2025,Kupovina,359.1,0.0,"APPLE.COM/BILL
08000000888372",💻 Tech i pretplate
12.08.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
13.08.2025,Kupovina,2820.0,0.0,"ZELJKAPETROVIC
PRTRGBACKA
PALANKA688",❓ Ostalo
13.08.2025,"Isplatagotovinena
ATM-u",2000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
13.08.2025,"Bezgotovinskiprenos
uRSD",1031.0,0.0,"JKPKOMUNALAC
ČAČAK",📱 Računi i usluge
13.08.2025,"Bezgotovinskiprenos
uRSD",3450.0,0.0,"PRIH.OD
USL.BOR.DECE
PRED.UST.GRAD",📱 Računi i usluge
13.08.2025,"Bezgotovinskiprenos
uRSD",4769.1,0.0,"SERBIA
BROADBAND-
SRPSKE
KABLOVSKE
MREZE",📱 Računi i usluge
13.08.2025,"Bezgotovinskiprenos
uRSD",2616.95,0.0,"""VODOVOD""JKP
CACAK",📱 Računi i usluge
13.08.2025,"Bezgotovinskiprenos
uRSD",1050.0,0.0,"STAMBENA
ZAJEDNICACARA
DUSANA12",📱 Računi i usluge
13.08.2025,"Bezgotovinskiprenos
uRSD",600.0,0.0,"JPSRBIJAGAS
NOVISAD",📱 Računi i usluge
14.08.2025,Kupovina,880.0,0.0,"Cacak,Centar
Cacak688",❓ Ostalo
14.08.2025,Kupovina,1440.0,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
14.08.2025,Kupovina,1296.68,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
14.08.2025,Kupovina,820.8,0.0,TRILICCACAK688,❓ Ostalo
14.08.2025,Kupovina,1120.0,0.0,"KAFE
POSLASTICARNIC
A""STCACAK688",🍔 Restorani i dostava
14.08.2025,Kupovina,1081.25,0.0,"KNJIZARA
LAGUNACACA
CACAK688",👗 Odeća i obuća
15.08.2025,Kupovina,2645.78,0.0,"TEMPOEXPRESS
005BEOGRAD688",🛒 Marketi
15.08.2025,Kupovina,2630.0,0.0,"AZRA-BCACAK
688",❓ Ostalo
15.08.2025,Kupovina,2000.0,0.0,"KNJIZARA
LAGUNA-CAC
Cacak688",👗 Odeća i obuća
15.08.2025,Kupovina,1246.6,0.0,TRILICCACAK688,❓ Ostalo
18.08.2025,Kupovina,5380.33,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
18.08.2025,Kupovina,2376.0,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
18.08.2025,Kupovina,4999.68,0.0,"434BSCACAKIII
CACAK688",❓ Ostalo
18.08.2025,Kupovina,7527.91,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
18.08.2025,Kupovina,1099.96,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
19.08.2025,Kupovina,1653.42,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
19.08.2025,Kupovina,1698.0,0.0,"RS05StopShop
CacaCACAK688",❓ Ostalo
19.08.2025,Kupovina,2010.0,0.0,"KAFE
POSLASTICARNIC
A""STCACAK688",🍔 Restorani i dostava
19.08.2025,Kupovina,530.0,0.0,"KAFE
POSLASTICARNIC
A""STCACAK688",🍔 Restorani i dostava
20.08.2025,Kupovina,621.87,0.0,"AUKRSENKOVIC
UZICE688",🏥 Apoteke
20.08.2025,Kupovina,718.0,0.0,"OMV2407Kraljevo
688",⛽ Gorivo
20.08.2025,Kupovina,37444.46,0.0,"MOSKVATONANTI
1VRNJACKABANJ
688",❓ Ostalo
21.08.2025,Kupovina,5000.0,0.0,"AMIGAAQUADOO
VRNJACKAB.688",❓ Ostalo
21.08.2025,Kupovina,5090.0,0.0,"MOSKVATONANTI
5VRNJACKABANJ
688",❓ Ostalo
21.08.2025,Kupovina,3660.0,0.0,"MOSKVATONANTI
5VRNJACKABANJ
688",❓ Ostalo
22.08.2025,"Bezgotovinskiprenos
uRSD",2867.42,0.0,"EPSADBEOGRAD
-EPSS-
KRALJEVO",📱 Računi i usluge
25.08.2025,Kupovina,11700.0,0.0,"MOSKVATONANTI
1VRNJACKABANJ
688",❓ Ostalo
25.08.2025,Kupovina,5278.47,0.0,"587BS V.BANJA
VRNJACKA BAN
688",❓ Ostalo
25.08.2025,Kupovina,2680.0,0.0,"PAYSPOTKUCA
SECANJA
KRALJEVO688",❓ Ostalo
25.08.2025,Kupovina,2070.51,0.0,"OPENAI*CHATGPT
SUBSCR
OPENAI.COM840",💻 Tech i pretplate
25.08.2025,Kupovina,949.98,0.0,"LILLYAPOTEKA
CACAKRPCACAK
688",🏥 Apoteke
25.08.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
25.08.2025,Kupovina,3304.09,0.0,"LIDL204CACAK
ČAČAK688",🛒 Marketi
26.08.2025,Kupovina,3666.2,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
26.08.2025,Kupovina,2197.0,0.0,"RS05StopShop
CacaCACAK688",❓ Ostalo
26.08.2025,Kupovina,3605.0,0.0,"JASMILPROD.
BR.4Cacak688",❓ Ostalo
26.08.2025,Kupovina,959.0,0.0,"JASMILPROD.
BR.4Cacak688",❓ Ostalo
26.08.2025,Kupovina,1350.0,0.0,"GALIJAMIKICA
CVETKOVIC
CACAK688",🍔 Restorani i dostava
26.08.2025,Kupovina,8925.87,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
26.08.2025,Kupovina,2115.8,0.0,"MP170CACAK
TEKSTILCACAK
688",❓ Ostalo
27.08.2025,Kupovina,2808.0,0.0,"MORAVSKIALASI-
RESTORACACAK
688",🍔 Restorani i dostava
27.08.2025,Kupovina,3197.2,0.0,"MORAVSKIALASI-
RESTORACACAK
688",🍔 Restorani i dostava
27.08.2025,Kupovina,7401.95,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
27.08.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
28.08.2025,"Bezgotovinskiprenos
uRSD",6000.0,0.0,G.O.S.-LIFE,📱 Računi i usluge
29.08.2025,Kupovina,2452.76,0.0,"OGRANAK
APOTEKA
VIDAKOVICACAK
688",🏥 Apoteke
30.08.2025,"Naknadazamesečno
održavanjeračuna",773.23,0.0,,📱 Računi i usluge
