Datum,Opis,Isplata,Uplata,Primalac/Platilac,Kategorija
12.11.2025,Kupovina,3385.51,0.0,"214-TEMPO005
CACAK688",🛒 Marketi
12.11.2025,Kupovina,2604.58,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
12.11.2025,Kupovina,2262.53,0.0,"OGRANAK
APOTEKA
VIDAKOVICACAK
688",🏥 Apoteke
12.11.2025,Kupovina,523.62,0.0,"OGRANAK
APOTEKA
VIDAKOVICACAK
688",🏥 Apoteke
12.11.2025,Kupovina,404.2,0.0,"JPPUTEVISRBIJE
ECOMMER
BEOGRAD688",❓ Ostalo
12.11.2025,Kupovina,446.28,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
12.11.2025,Kupovina,1699.98,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
12.11.2025,Kupovina,2250.2,0.0,"DMFILIJALAJ073
CACAK688",❓ Ostalo
12.11.2025,Kupovina,1357.03,0.0,"AKSACACAK
CACAK688",❓ Ostalo
12.11.2025,Kupovina,2310.4,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
12.11.2025,Kupovina,611.4,0.0,"BENU
PHARMACIES127
Cacak688",🏥 Apoteke
12.11.2025,Kupovina,2508.47,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
12.11.2025,Kupovina,359.16,0.0,"APPLE.COM/BILL
08000000888372",💻 Tech i pretplate
13.11.2025,"Bezgotovinskiprenos
uRSD",2206.0,0.0,"JKPKOMUNALAC
ČAČAK",📱 Računi i usluge
13.11.2025,"Bezgotovinskiprenos
uRSD",4391.0,0.0,"PRIH.OD
USL.BOR.DECE
PRED.UST.GRAD",📱 Računi i usluge
13.11.2025,"Bezgotovinskiprenos
uRSD",4769.1,0.0,"SERBIA
BROADBAND-
SRPSKE
KABLOVSKE
MREZE",📱 Računi i usluge
13.11.2025,"Isplatagotovinena
ATM-u",15000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
14.11.2025,"Isplatagotovinena
POS-u",2280.0,0.0,"AUTOJOVANOVIC
CACAK688",❓ Ostalo
14.11.2025,"Naknadazaisplatu
gotovine",90.0,0.0,"AUTOJOVANOVIC
CACAK688",📱 Računi i usluge
14.11.2025,Kupovina,312.7,0.0,"OGRANAK
APOTEKA
VIDAKOVICACAK
688",🏥 Apoteke
14.11.2025,"Isplatagotovinena
ATM-u",10000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
17.11.2025,"Bezgotovinskiprenos
uRSD",1000.0,0.0,"KPADVERTAJZING
DOO",❓ Ostalo
17.11.2025,Kupovina,2400.0,0.0,"STRSPORT
TRADECACAK688",⛷️ Sport i rekreacija
17.11.2025,"Isplatagotovinena
ATM-u",5000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
17.11.2025,Kupovina,12050.21,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
17.11.2025,"Bezgotovinskiprenos
uRSD",3026.08,0.0,"EPSADBEOGRAD
-EPSS-
KRALJEVO",📱 Računi i usluge
18.11.2025,Kupovina,2399.39,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
18.11.2025,Kupovina,4296.35,0.0,"214-TEMPO005
CACAK688",🛒 Marketi
18.11.2025,Kupovina,3399.0,0.0,"URADISAM
CACAKK1CACAK
688",❓ Ostalo
18.11.2025,Kupovina,1515.21,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
18.11.2025,"Bezgotovinskiprenos
uRSD",4956.0,0.0,"JPSRBIJAGAS
NOVISAD",📱 Računi i usluge
19.11.2025,Kupovina,1636.48,0.0,"APOTEKACACAK
CACAK688",🏥 Apoteke
20.11.2025,Kupovina,1179.0,0.0,"PetNetworkSRB
prodavCACAK688",🛒 Marketi
20.11.2025,Kupovina,3000.5,0.0,"OGRANAK
APOTEKA
VIDAKOVICACAK
688",🏥 Apoteke
20.11.2025,"Isplatagotovinena
ATM-u",5000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
20.11.2025,Kupovina,5427.76,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
21.11.2025,"Bezgotovinskiprenos
uRSD",11923.0,0.0,"ZEPTER
INTERNATIONAL
DOOBEOGRAD",❓ Ostalo
21.11.2025,Kupovina,1461.6,0.0,"OGRANAK
APOTEKA
VIDAKOVICACAK
688",🏥 Apoteke
21.11.2025,"Isplatagotovinena
ATM-u",5000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
22.11.2025,"Bezgotovinskiprenos
uRSD",1000.0,0.0,"KPADVERTAJZING
DOO",❓ Ostalo
24.11.2025,Kupovina,2086.0,0.0,"STKRJELENA
CACAK688",🛒 Marketi
24.11.2025,Kupovina,2447.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
25.11.2025,"Bezgotovinskiprenos
uRSD",60674.0,0.0,"CORDIPSDOO
NOVISAD",📱 Računi i usluge
25.11.2025,Kupovina,710.16,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
25.11.2025,Kupovina,2093.7,0.0,"OPENAI*CHATGPT
SUBSCR
OPENAI.COM840",💻 Tech i pretplate
25.11.2025,Kupovina,1593.45,0.0,"PAYSPOT
VUCKOVICM1
CACAK688",🏥 Apoteke
25.11.2025,Kupovina,1550.89,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
26.11.2025,Kupovina,3220.12,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
26.11.2025,Kupovina,7924.47,0.0,"214-TEMPO005
CACAK688",🛒 Marketi
27.11.2025,Kupovina,363.98,0.0,"MP170CACAK
TEKSTILCACAK
688",❓ Ostalo
28.11.2025,Kupovina,6939.0,0.0,"DMFILIJALAJ073
CACAK688",❓ Ostalo
28.11.2025,Kupovina,10457.89,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
28.11.2025,Kupovina,6657.29,0.0,"LIDL204CACAK
ČAČAK688",🛒 Marketi
29.11.2025,"Naknadazamesečno
održavanjeračuna",799.0,0.0,,📱 Računi i usluge
